graph_id,start_node,end_node,speed,risk,cost,utility
Town01_T-Intersection,v_16_7,v_17_2,10,0.001,54.20930566145192,45.79069433854808
Town01_T-Intersection,v_16_7,v_17_2,15,0.001,52.80620377430128,47.19379622569872
Town01_T-Intersection,v_16_7,v_17_2,20,0.001,52.10465283072596,47.89534716927404
Town01_T-Intersection,v_16_7,v_17_2,25,0.001,51.683722264580766,48.316277735419234
Town01_T-Intersection,v_16_7,v_17_2,30,0.001,51.40310188715064,48.59689811284936
Town01_T-Intersection,v_16_7,v_17_2,5,0.001,58.41861132290384,41.58138867709616
Town01_T-Intersection,v_16_7,v_17_1,10,0.46191573458356994,64.46321014250786,35.53678985749214
Town01_T-Intersection,v_16_7,v_17_1,15,0.18190108736656857,62.975473428338574,37.024526571661426
Town01_T-Intersection,v_16_7,v_17_1,20,0.6309559781331431,62.23160507125393,37.76839492874607
Town01_T-Intersection,v_16_7,v_17_1,25,0.5816729287524682,61.785284057003146,38.214715942996854
Town01_T-Intersection,v_16_7,v_17_1,30,0.5491167244769729,61.48773671416929,38.51226328583071
Town01_T-Intersection,v_16_7,v_17_1,5,0.9723911886207931,68.92642028501574,31.073579714984263
Town01_T-Intersection,v_16_7,v_17_7,10,0.001,3.6000006572805225,96.39999934271948
Town01_T-Intersection,v_16_7,v_17_7,15,0.001,2.400000438187015,97.59999956181298
Town01_T-Intersection,v_16_7,v_17_7,20,0.001,1.8000003286402613,98.19999967135973
Town01_T-Intersection,v_16_7,v_17_7,25,0.001,1.440000262912209,98.5599997370878
Town01_T-Intersection,v_16_7,v_17_7,30,0.001,1.2000002190935075,98.79999978090649
Town01_T-Intersection,v_16_7,v_17_7,5,0.001,7.200001314561045,92.79999868543895
Town01_T-Intersection,v_16_7,v_17_6,10,0.7287149791382614,13.625332236927655,86.37466776307235
Town01_T-Intersection,v_16_7,v_17_6,15,0.28011315889706545,12.41688815795177,87.58311184204823
Town01_T-Intersection,v_16_7,v_17_6,20,0.2484447264176297,11.812666118463827,88.18733388153618
Town01_T-Intersection,v_16_7,v_17_6,25,0.6431408290887598,11.450132894771063,88.54986710522894
Town01_T-Intersection,v_16_7,v_17_6,30,0.7231989552894998,11.208444078975885,88.79155592102411
Town01_T-Intersection,v_16_7,v_17_6,5,0.33567643570602107,17.25066447385531,82.74933552614469
Town01_T-Intersection,v_16_7,v_17_5,10,0.001,23.70082972120416,76.29917027879584
Town01_T-Intersection,v_16_7,v_17_5,15,0.001,22.467219814136104,77.5327801858639
Town01_T-Intersection,v_16_7,v_17_5,20,0.001,21.85041486060208,78.14958513939791
Town01_T-Intersection,v_16_7,v_17_5,25,0.001,21.48033188848166,78.51966811151834
Town01_T-Intersection,v_16_7,v_17_5,30,0.001,21.23360990706805,78.76639009293194
Town01_T-Intersection,v_16_7,v_17_5,5,0.001,27.401659442408313,72.59834055759168
Town01_T-Intersection,v_16_7,v_17_3,10,0.41416737817717975,43.995458374797906,56.004541625202094
Town01_T-Intersection,v_16_7,v_17_3,15,0.8032661917623634,42.66363891653194,57.33636108346806
Town01_T-Intersection,v_16_7,v_17_3,20,0.16330501305635164,41.99772918739895,58.00227081260105
Town01_T-Intersection,v_16_7,v_17_3,25,0.5740480348508655,41.59818334991916,58.40181665008084
Town01_T-Intersection,v_16_7,v_17_3,30,0.14165147918481363,41.33181945826597,58.66818054173403
Town01_T-Intersection,v_16_7,v_17_3,5,0.6573121318178773,47.99091674959581,52.00908325040419
Town01_T-Intersection,v_16_7,v_17_4,10,0.001,33.82498428137091,66.17501571862908
Town01_T-Intersection,v_16_7,v_17_4,15,0.001,32.54998952091394,67.45001047908606
Town01_T-Intersection,v_16_7,v_17_4,20,0.001,31.912492140685455,68.08750785931454
Town01_T-Intersection,v_16_7,v_17_4,25,0.001,31.52999371254836,68.47000628745164
Town01_T-Intersection,v_16_7,v_17_4,30,0.001,31.27499476045697,68.72500523954304
Town01_T-Intersection,v_16_7,v_17_4,5,0.001,37.64996856274181,62.35003143725819
Town01_T-Intersection,v_14_3,v_15_3,10,0.001,3.7693521505921157,96.23064784940789
Town01_T-Intersection,v_14_3,v_15_3,15,0.001,2.512901433728077,97.48709856627192
Town01_T-Intersection,v_14_3,v_15_3,20,0.001,1.8846760752960579,98.11532392470394
Town01_T-Intersection,v_14_3,v_15_3,25,0.001,1.507740860236846,98.49225913976315
Town01_T-Intersection,v_14_3,v_15_3,30,0.001,1.2564507168640384,98.74354928313596
Town01_T-Intersection,v_14_3,v_15_3,5,0.001,7.538704301184231,92.46129569881577
Town01_T-Intersection,v_14_3,v_15_2,10,0.14311281229739561,13.793094275238035,86.20690572476197
Town01_T-Intersection,v_14_3,v_15_2,15,0.4167754376922065,12.528729516825356,87.47127048317465
Town01_T-Intersection,v_14_3,v_15_2,20,0.4629078330515406,11.896547137619017,88.10345286238098
